depth_tmd,depth_tvd,rpm,wob,flow_in,rop,formation,Mohes Index,formationId
2744,2743.66,106,9,1686,17.2,Silurien Argileuse,2.5,9
2745,2744.66,105,9,1691,18.7,Silurien Argileuse,2.5,9
2746,2745.66,102,6,1699,11.8,Silurien Argileuse,2.5,9
2747,2746.66,102,8,1705,15.1,Silurien Argileuse,2.5,9
2748,2747.66,101,9,1706,14.9,Silurien Argileuse,2.5,9
2749,2748.66,101,8,1702,15.2,Silurien Argileuse,2.5,9
2750,2749.66,102,9,1706,14.4,Silurien Argileuse,2.5,9
2751,2750.66,104,8,1705,14.6,Silurien Argileuse,2.5,9
2752,2751.66,97,9,1702,19.0,Silurien Argileuse,2.5,9
2753,2752.66,96,10,1697,18.3,Silurien Argileuse,2.5,9
2754,2753.66,98,8,1695,15.9,Silurien Argileuse,2.5,9
2755,2754.66,97,9,1696,17.7,Silurien Argileuse,2.5,9
2756,2755.66,88,7,1699,12.6,Silurien Argileuse,2.5,9
2757,2756.66,88,9,1701,16.9,Silurien Argileuse,2.5,9
2758,2757.66,88,10,1701,18.2,Silurien Argileuse,2.5,9
2759,2758.66,89,8,1699,14.3,Silurien Argileuse,2.5,9
2760,2759.66,88,9,1700,18.5,Silurien Argileuse,2.5,9
2761,2760.66,89,9,1698,17.8,Silurien Argileuse,2.5,9
2762,2761.66,89,9,1697,18.1,Silurien Argileuse,2.5,9
2763,2762.66,89,9,1698,18.2,Silurien Argileuse,2.5,9
2764,2763.66,89,9,1697,15.2,Silurien Argileuse,2.5,9
2765,2764.66,83,8,1704,12.0,Silurien Argileuse,2.5,9
2766,2765.66,83,10,1709,16.2,Silurien Argileuse,2.5,9
2767,2766.66,82,10,1710,16.4,Silurien Argileuse,2.5,9
2768,2767.65,82,9,1710,16.5,Silurien Argileuse,2.5,9
2769,2768.65,82,10,1710,19.0,Silurien Argileuse,2.5,9
2770,2769.65,84,10,1709,15.5,Silurien Argileuse,2.5,9
2771,2770.65,83,9,1706,14.6,Silurien Argileuse,2.5,9
2772,2771.65,85,9,1704,15.8,Silurien Argileuse,2.5,9
2773,2772.65,83,10,1703,13.8,Silurien Argileuse,2.5,9
2774,2773.65,82,10,1702,12.6,Silurien Argileuse,2.5,9
2775,2774.65,87,11,1706,22.0,Silurien Argileuse,2.5,9
2776,2775.65,90,10,1707,15.0,Silurien Argileuse,2.5,9
2777,2776.65,88,10,1708,16.7,Silurien Argileuse,2.5,9
2778,2777.65,88,10,1707,17.0,Silurien Argileuse,2.5,9
2779,2778.65,88,10,1708,19.1,Silurien Argileuse,2.5,9
2780,2779.65,89,9,1709,16.9,Silurien Argileuse,2.5,9
2781,2780.65,88,10,1709,16.3,Silurien Argileuse,2.5,9
2782,2781.65,89,9,1708,16.1,Silurien Argileuse,2.5,9
2783,2782.65,88,10,1707,21.1,Silurien Argileuse,2.5,9
2784,2783.65,85,9,1701,14.4,Silurien Argileuse,2.5,9
2785,2784.65,88,11,1701,19.8,Silurien Argileuse,2.5,9
2786,2785.65,88,10,1698,17.4,Silurien Argileuse,2.5,9
2787,2786.65,88,10,1700,18.1,Silurien Argileuse,2.5,9
2788,2787.65,88,10,1702,18.9,Silurien Argileuse,2.5,9
2789,2788.65,90,9,1699,18.4,Silurien Argileuse,2.5,9
2790,2789.65,90,9,1700,15.8,Silurien Argileuse,2.5,9
2791,2790.65,90,9,1700,16.3,Silurien Argileuse,2.5,9
2792,2791.65,89,9,1698,16.5,Silurien Argileuse,2.5,9
2793,2792.65,89,10,1698,17.5,Silurien Argileuse,2.5,9
2794,2793.65,86,6,1704,7.5,Silurien Argileuse,2.5,9
2795,2794.65,87,10,1705,17.2,Silurien Argileuse,2.5,9
2796,2795.65,89,11,1703,17.2,Silurien Argileuse,2.5,9
2797,2796.64,80,10,1703,11.3,Silurien Argileuse,2.5,9
2798,2797.64,83,6,1709,14.2,Silurien Argileuse,2.5,9
2799,2798.64,80,9,1709,14.2,Silurien Argileuse,2.5,9
2800,2799.64,82,9,1707,12.4,Silurien Argileuse,2.5,9
2801,2800.64,89,6,1704,12.5,Silurien Argileuse,2.5,9
2802,2801.64,93,8,1706,16.4,Silurien Argileuse,2.5,9
2803,2802.64,90,6,1703,8.6,Silurien Argileuse,2.5,9
2804,2803.64,81,9,1701,13.8,Silurien Argileuse,2.5,9
2805,2804.64,82,8,1701,15.2,Silurien Argileuse,2.5,9
2806,2805.64,82,9,1701,16.2,Silurien Argileuse,2.5,9
2807,2806.64,81,9,1701,16.3,Silurien Argileuse,2.5,9
2808,2807.64,82,9,1702,14.2,Silurien Argileuse,2.5,9
2809,2808.64,82,9,1705,17.0,Silurien Argileuse,2.5,9
2810,2809.64,83,8,1702,15.6,Silurien Argileuse,2.5,9
2811,2810.64,81,9,1699,16.0,Silurien Argileuse,2.5,9
2812,2811.64,76,5,1713,10.8,Silurien Argileuse,2.5,9
2813,2812.64,71,8,1700,14.9,Silurien Argileuse,2.5,9
2814,2813.64,71,9,1693,14.4,Silurien Argileuse,2.5,9
2815,2814.64,72,9,1694,13.8,Silurien Argileuse,2.5,9
2816,2815.64,72,9,1697,14.6,Silurien Argileuse,2.5,9
2817,2816.64,72,9,1697,14.9,Silurien Argileuse,2.5,9
2818,2817.64,71,9,1697,14.4,Silurien Argileuse,2.5,9
2819,2818.64,73,9,1696,15.1,Silurien Argileuse,2.5,9
2820,2819.64,73,9,1696,14.1,Silurien Argileuse,2.5,9
2821,2820.64,73,10,1695,13.7,Silurien Argileuse,2.5,9
2822,2821.64,70,7,1696,10.3,Silurien Argileuse,2.5,9
2823,2822.64,81,8,1692,14.7,Silurien Argileuse,2.5,9
2824,2823.64,87,8,1690,16.4,Silurien Argileuse,2.5,9
2825,2824.64,86,9,1692,15.1,Silurien Argileuse,2.5,9
2826,2825.63,86,8,1692,15.4,Silurien Argileuse,2.5,9
2827,2826.63,86,8,1692,15.3,Silurien Argileuse,2.5,9
2828,2827.63,86,8,1692,15.0,Silurien Argileuse,2.5,9
2829,2828.63,86,9,1691,15.4,Silurien Argileuse,2.5,9
2830,2829.63,87,8,1691,14.9,Silurien Argileuse,2.5,9
2831,2830.63,88,8,1689,15.0,Silurien Argileuse,2.5,9
2832,2831.63,85,8,1693,13.9,Silurien Argileuse,2.5,9
2833,2832.63,86,10,1702,15.7,Silurien Argileuse,2.5,9
2834,2833.63,86,9,1696,15.2,Silurien Argileuse,2.5,9
2835,2834.63,86,9,1699,15.2,Silurien Argileuse,2.5,9
2836,2835.63,86,8,1701,14.8,Silurien Argileuse,2.5,9
2837,2836.63,85,9,1703,14.8,Silurien Argileuse,2.5,9
2838,2837.63,85,9,1703,15.1,Silurien Argileuse,2.5,9
2839,2838.63,85,9,1702,12.9,Silurien Argileuse,2.5,9
2840,2839.63,85,8,1702,13.6,Silurien Argileuse,2.5,9
2841,2840.63,41,3,877,1.9,Silurien Argileuse,2.5,9
2842,2841.64,42,3,874,1.7,Silurien Argileuse,2.5,9
2843,2842.63,55,3,874,1.8,Silurien Argileuse,2.5,9
2844,2843.63,60,3,874,2.3,Silurien Argileuse,2.5,9
2845,2844.63,65,3,873,2.0,Silurien Argileuse,2.5,9
2846,2845.63,67,3,877,1.9,Silurien Argileuse,2.5,9
2847,2846.63,69,3,873,2.4,Silurien Argileuse,2.5,9
2848,2847.64,73,3,881,2.2,Silurien Argileuse,2.5,9
2849,2848.64,70,3,883,2.2,Silurien Argileuse,2.5,9
2850,2849.63,71,4,883,1.9,Silurien Argileuse,2.5,9
2851,2850.63,71,4,877,2.1,Silurien Argileuse,2.5,9
2852,2851.62,72,4,858,1.7,Silurien Argileuse,2.5,9
2853,2852.63,72,4,872,1.7,Silurien Argileuse,2.5,9
2854,2853.63,72,4,865,1.4,Silurien Argileuse,2.5,9
2855,2854.63,72,4,866,1.5,Silurien Argileuse,2.5,9
2856,2855.63,74,4,852,1.3,Silurien Argileuse,2.5,9
2857,2856.62,73,4,832,1.3,Silurien Argileuse,2.5,9
2858,2857.62,71,4,847,1.3,Silurien Argileuse,2.5,9
2859,2858.63,71,4,863,0.9,Silurien Argileuse,2.5,9
2860,2859.62,97,5,862,1.3,Silurien Argileuse,2.5,9
2861,2860.62,110,6,875,1.3,Silurien Argileuse,2.5,9
2862,2861.62,143,6,900,0.9,Silurien Argileuse,2.5,9
2863,2862.63,154,5,895,1.2,Silurien Argileuse,2.5,9
2864,2863.62,156,6,892,1.5,Silurien Argileuse,2.5,9
2865,2864.62,157,6,892,1.5,Silurien Argileuse,2.5,9
2866,2865.62,159,6,891,1.3,Silurien Argileuse,2.5,9
2867,2866.63,160,6,893,1.3,Silurien Argileuse,2.5,9
2868,2867.61,156,6,907,1.0,Silurien Argileuse,2.5,9
2869,2868.61,168,6,910,1.2,Silurien Argileuse,2.5,9
2870,2869.62,174,6,901,1.4,Silurien Argileuse,2.5,9
2871,2870.63,173,6,888,1.4,Silurien Argileuse,2.5,9
2872,2871.61,168,6,892,1.3,Silurien Argileuse,2.5,9
2873,2872.62,165,6,882,1.5,Silurien Argileuse,2.5,9
2874,2873.61,170,6,884,1.3,Ordovicien-IV-3,6.5,4
2875,2874.61,170,6,889,1.4,Ordovicien-IV-3,6.5,4
2876,2875.61,165,6,886,1.6,Ordovicien-IV-3,6.5,4
2877,2876.62,166,5,901,1.8,Ordovicien-IV-3,6.5,4
2878,2877.61,165,5,896,1.5,Ordovicien-IV-3,6.5,4
2879,2878.63,168,5,886,1.8,Ordovicien-IV-3,6.5,4
2880,2879.61,169,5,886,1.6,Ordovicien-IV-3,6.5,4
2881,2880.62,167,5,887,1.8,Ordovicien-IV-3,6.5,4
2882,2881.61,160,6,885,1.6,Ordovicien-IV-3,6.5,4
2883,2882.61,160,6,887,1.8,Ordovicien-IV-3,6.5,4
2884,2883.61,163,6,894,2.0,Ordovicien-IV-3,6.5,4
2885,2884.61,163,5,896,2.0,Ordovicien-IV-3,6.5,4
2886,2885.6,163,4,887,2.9,Ordovicien-IV-3,6.5,4
2887,2886.61,159,6,894,2.1,Ordovicien-IV-3,6.5,4
2888,2887.61,166,5,894,1.7,Ordovicien-IV-3,6.5,4
2889,2888.6,165,5,894,1.9,Ordovicien-IV-3,6.5,4
2890,2889.6,164,5,893,2.0,Ordovicien-IV-3,6.5,4
2891,2890.61,165,5,897,2.1,Ordovicien-IV-3,6.5,4
2892,2891.6,163,6,899,2.1,Ordovicien-IV-3,6.5,4
2893,2892.6,162,6,892,2.1,Ordovicien-IV-3,6.5,4
2894,2893.61,165,6,886,2.3,Ordovicien-IV-3,6.5,4
2895,2894.6,169,6,882,2.4,Ordovicien-IV-3,6.5,4
2896,2895.61,157,6,871,2.3,Ordovicien-IV-3,6.5,4
2897,2896.62,160,6,861,1.9,Ordovicien-IV-3,6.5,4
2898,2897.61,169,6,861,2.2,Ordovicien-IV-3,6.5,4
2899,2898.6,166,6,861,2.1,Ordovicien-IV-3,6.5,4
2900,2899.6,163,6,860,2.0,Ordovicien-IV-3,6.5,4
2901,2900.6,157,6,857,2.2,Ordovicien-IV-3,6.5,4
2902,2901.6,157,6,857,2.4,Ordovicien-IV-3,6.5,4
2903,2902.59,157,6,858,2.2,Ordovicien-IV-2,6.75,3
2904,2903.6,158,5,857,2.3,Ordovicien-IV-2,6.75,3
2905,2904.59,155,5,868,2.5,Ordovicien-IV-2,6.75,3
2906,2905.6,159,6,899,2.1,Ordovicien-IV-2,6.75,3
2907,2906.59,167,6,887,2.3,Ordovicien-IV-2,6.75,3
2908,2907.59,168,6,887,2.2,Ordovicien-IV-2,6.75,3
2909,2908.59,168,6,878,2.4,Ordovicien-IV-2,6.75,3
2910,2909.59,168,6,872,2.3,Ordovicien-IV-2,6.75,3
2911,2910.59,168,6,871,2.3,Ordovicien-IV-2,6.75,3
2912,2911.59,172,6,869,2.5,Ordovicien-IV-2,6.75,3
2913,2912.59,174,6,870,2.6,Ordovicien-IV-2,6.75,3
2914,2913.59,171,6,871,2.3,Ordovicien-IV-2,6.75,3
2915,2914.6,163,5,878,2.1,Ordovicien-IV-2,6.75,3
2916,2915.6,170,6,873,2.1,Ordovicien-IV-2,6.75,3
2917,2916.61,170,5,904,1.9,Ordovicien-IV-2,6.75,3
2918,2917.6,177,5,894,3.3,Ordovicien-IV-2,6.75,3
2919,2918.58,182,6,893,1.9,Ordovicien-IV-2,6.75,3
2920,2919.59,183,6,895,1.4,Ordovicien-IV-2,6.75,3
2921,2920.58,184,6,876,1.5,Ordovicien-IV-2,6.75,3
2922,2921.58,185,6,860,1.3,Ordovicien-IV-2,6.75,3
2923,2922.59,185,5,848,1.5,Ordovicien-IV-2,6.75,3
2924,2923.58,178,4,863,1.9,Ordovicien-IV-2,6.75,3
2925,2924.58,173,4,872,2.0,Ordovicien-IV-2,6.75,3
2926,2925.58,173,5,863,1.4,Ordovicien-IV-2,6.75,3
2927,2926.58,173,6,863,1.5,Ordovicien-IV-2,6.75,3
2928,2927.58,173,6,865,1.6,Ordovicien-IV-2,6.75,3
2929,2928.58,173,6,866,1.7,Ordovicien-IV-2,6.75,3
2930,2929.59,172,6,869,1.7,Ordovicien-IV-2,6.75,3
2931,2930.58,170,6,868,1.9,Ordovicien-IV-2,6.75,3
2932,2931.58,167,6,871,1.6,Ordovicien-IV-2,6.75,3
2933,2932.59,171,6,868,2.1,Ordovicien-IV-2,6.75,3
2934,2933.61,167,6,868,2.9,Ordovicien-IV-2,6.75,3
2935,2934.57,164,6,867,1.5,Ordovicien-IV-2,6.75,3
2936,2935.58,161,6,863,1.5,Ordovicien-IV-2,6.75,3
2937,2936.59,159,6,862,1.7,Ordovicien-IV-2,6.75,3
2938,2937.57,158,6,859,1.5,Ordovicien-IV-2,6.75,3
2939,2938.57,161,6,859,1.7,Ordovicien-IV-2,6.75,3
2940,2939.57,168,6,858,1.7,Ordovicien-IV-2,6.75,3
2941,2940.57,161,6,859,1.6,Ordovicien-IV-2,6.75,3
2942,2941.57,167,6,862,1.5,Ordovicien-IV-2,6.75,3
2943,2942.58,168,6,880,1.7,Ordovicien-IV-2,6.75,3
2944,2943.57,164,6,881,1.6,Ordovicien-IV-2,6.75,3
2945,2944.58,166,7,870,1.7,Ordovicien-IV-2,6.75,3
2946,2945.58,164,7,870,1.9,Ordovicien-IV-2,6.75,3
2947,2946.57,169,7,872,2.1,Ordovicien-IV-2,6.75,3
2948,2947.57,172,7,876,2.1,Ordovicien-IV-2,6.75,3
2949,2948.57,177,6,874,1.9,Ordovicien-IV-2,6.75,3
2950,2949.57,172,7,874,2.2,Ordovicien-IV-2,6.75,3
2951,2950.57,173,7,872,2.0,Ordovicien-IV-2,6.75,3
2952,2951.57,175,6,868,1.6,Ordovicien-IV-2,6.75,3
2953,2952.58,167,7,853,1.9,Ordovicien-IV-2,6.75,3
2954,2953.59,154,7,852,1.9,Ordovicien-IV-2,6.75,3
2955,2954.57,152,7,851,2.1,Ordovicien-IV-2,6.75,3
2956,2955.56,157,6,853,2.1,Ordovicien-IV-2,6.75,3
2957,2956.6,163,6,847,2.0,Ordovicien-IV-2,6.75,3
2958,2957.61,156,7,854,1.8,Ordovicien-IV-2,6.75,3
2959,2958.59,155,6,854,2.2,Ordovicien-IV-2,6.75,3
2960,2959.6,154,6,855,2.0,Ordovicien-IV-2,6.75,3
2961,2960.56,152,6,854,2.7,Ordovicien-IV-2,6.75,3
2962,2961.59,154,6,850,2.3,Ordovicien-IV-2,6.75,3
2963,2962.58,156,5,847,2.3,Ordovicien-IV-2,6.75,3
2964,2963.56,154,6,850,1.9,Ordovicien-IV-2,6.75,3
2965,2964.56,171,6,854,1.7,Ordovicien-III-3,7.0,2
2966,2965.58,173,6,854,1.7,Ordovicien-III-3,7.0,2
2967,2966.57,168,6,854,1.6,Ordovicien-III-3,7.0,2
2968,2967.56,168,6,856,1.7,Ordovicien-III-3,7.0,2
2969,2968.56,171,6,854,1.6,Ordovicien-III-3,7.0,2
2970,2969.58,167,6,855,1.9,Ordovicien-III-3,7.0,2
2971,2970.56,164,5,861,2.3,Ordovicien-III-3,7.0,2
2972,2971.65,172,6,859,2.4,Ordovicien-III-3,7.0,2
2973,2972.6,170,6,857,2.4,Ordovicien-III-3,7.0,2
2974,2973.56,170,6,856,2.6,Ordovicien-III-3,7.0,2
2975,2974.55,155,5,855,2.7,Ordovicien-III-3,7.0,2
2976,2975.57,168,5,858,2.5,Ordovicien-III-3,7.0,2
2977,2976.57,166,6,856,2.8,Ordovicien-III-3,7.0,2
2978,2977.55,167,6,856,2.7,Ordovicien-III-3,7.0,2
2979,2978.59,168,5,856,2.6,Ordovicien-III-3,7.0,2
2980,2979.56,160,5,855,2.8,Ordovicien-III-3,7.0,2
2981,2980.56,156,5,854,2.9,Ordovicien-III-3,7.0,2
2982,2981.55,157,6,853,2.5,Ordovicien-III-3,7.0,2
2983,2982.54,158,6,849,2.4,Ordovicien-III-3,7.0,2
2984,2983.58,158,6,850,2.5,Ordovicien-III-3,7.0,2
2985,2984.58,160,5,850,2.6,Ordovicien-III-3,7.0,2
2986,2985.58,164,6,851,2.1,Ordovicien-III-3,7.0,2
2987,2986.61,168,6,849,1.6,Ordovicien-III-3,7.0,2
2988,2987.58,180,7,843,2.1,Ordovicien-III-3,7.0,2
2989,2988.54,177,7,847,1.7,Ordovicien-III-3,7.0,2
2990,2989.54,170,7,873,1.7,Ordovicien-III-3,7.0,2
2991,2990.54,167,7,855,3.1,Ordovicien-III-3,7.0,2
2992,2991.56,172,7,831,2.3,Ordovicien-III-3,7.0,2
2993,2992.55,181,7,833,1.5,Ordovicien-III-3,7.0,2
2994,2993.59,182,7,838,1.8,Ordovicien-III-3,7.0,2
2995,2994.55,182,7,839,1.7,Ordovicien-III-3,7.0,2
2996,2995.59,180,7,839,1.8,Ordovicien-III-3,7.0,2
2997,2996.56,178,7,839,2.2,Ordovicien-III-3,7.0,2
2998,2997.57,178,7,845,2.2,Ordovicien-III-3,7.0,2
2999,2998.54,168,6,851,2.1,Ordovicien-III-3,7.0,2
3000,2999.54,173,7,856,2.2,Ordovicien-III-3,7.0,2
3001,3000.54,181,7,855,1.8,Ordovicien-III-3,7.0,2
3002,3001.54,186,7,850,1.7,Ordovicien-III-3,7.0,2
3003,3002.53,188,7,847,2.0,Ordovicien-III-3,7.0,2
3004,3003.53,190,7,846,1.3,Ordovicien-III-3,7.0,2
3005,3004.54,189,7,847,1.4,Ordovicien-III-3,7.0,2
3006,3005.54,185,7,847,3.0,Ordovicien-III-3,7.0,2
3007,3006.57,182,7,844,2.3,Ordovicien-III-3,7.0,2
3008,3007.54,178,7,849,2.1,Ordovicien-III-3,7.0,2
3009,3008.53,176,6,853,1.9,Ordovicien-III-3,7.0,2
3010,3009.53,179,7,852,2.0,Ordovicien-III-3,7.0,2
3011,3010.53,181,7,853,2.2,Ordovicien-III-3,7.0,2
3012,3011.53,189,7,848,2.5,Ordovicien-III-3,7.0,2
3013,3012.53,189,7,849,2.9,Ordovicien-III-3,7.0,2
3014,3013.52,190,7,846,2.5,Ordovicien-III-3,7.0,2
3015,3014.57,191,7,852,2.6,Ordovicien-III-3,7.0,2
3016,3015.53,189,7,838,1.5,Ordovicien-III-3,7.0,2
3017,3016.52,190,7,838,2.3,Ordovicien-III-3,7.0,2
3018,3017.53,186,7,839,2.7,Ordovicien-III-3,7.0,2
3019,3018.53,183,7,839,2.5,Ordovicien-III-3,7.0,2
3020,3019.54,181,7,838,2.2,Ordovicien-III-3,7.0,2
3021,3020.53,165,7,827,3.0,Ordovicien-III-3,7.0,2
3022,3021.53,174,6,838,2.6,Ordovicien-III-3,7.0,2
3023,3022.54,176,7,838,2.7,Ordovicien-III-3,7.0,2
3024,3023.53,183,7,837,2.4,Ordovicien-III-3,7.0,2
3025,3024.53,175,7,836,2.3,Ordovicien-III-3,7.0,2
3026,3025.52,174,7,833,2.4,Ordovicien-III-3,7.0,2
3027,3026.52,148,5,841,3.0,Ordovicien-III-3,7.0,2
3028,3027.55,177,6,851,2.1,Ordovicien-III-3,7.0,2
3029,3028.54,178,6,844,2.7,Ordovicien-III-3,7.0,2
3030,3029.53,180,7,847,3.0,Ordovicien-III-3,7.0,2
3031,3030.53,182,7,848,3.8,Ordovicien-III-3,7.0,2
3032,3031.6,179,7,848,2.6,Ordovicien-III-3,7.0,2
3033,3032.53,181,7,847,3.2,Ordovicien-III-3,7.0,2
3034,3033.51,178,7,843,2.2,Ordovicien-III-3,7.0,2
3035,3034.52,172,7,840,2.1,Ordovicien-III-3,7.0,2
3036,3035.52,171,7,819,2.1,Ordovicien-III-3,7.0,2
3037,3036.52,168,7,899,2.2,Ordovicien-III-3,7.0,2
3038,3037.52,173,7,896,2.2,Ordovicien-III-3,7.0,2
3039,3038.53,170,7,896,2.5,Ordovicien-III-3,7.0,2
3040,3039.53,169,7,897,2.6,Ordovicien-III-3,7.0,2
3041,3040.51,169,7,898,2.4,Ordovicien-III-3,7.0,2
3042,3041.52,168,7,900,2.6,Ordovicien-III-3,7.0,2
3043,3042.56,168,7,898,2.5,Ordovicien-III-3,7.0,2
3044,3043.57,168,7,898,2.4,Ordovicien-III-3,7.0,2
3045,3044.52,171,7,892,2.8,Ordovicien-III-3,7.0,2
3046,3045.54,175,7,891,2.0,Ordovicien-III-3,7.0,2
3047,3046.52,172,6,887,2.1,Ordovicien-III-3,7.0,2
3048,3047.51,170,7,884,2.4,Ordovicien-III-3,7.0,2
3049,3048.52,167,7,891,2.4,Ordovicien-III-3,7.0,2
3050,3049.51,173,7,893,2.7,Ordovicien-III-3,7.0,2
3051,3050.5,179,7,893,2.2,Ordovicien-III-3,7.0,2
3052,3051.5,179,7,894,2.7,Ordovicien-III-3,7.0,2
3053,3052.5,177,7,894,2.5,Ordovicien-III-3,7.0,2
3054,3053.53,179,7,897,2.4,Ordovicien-III-3,7.0,2
3055,3054.55,168,6,896,2.2,Ordovicien-III-3,7.0,2
3056,3055.54,180,7,888,2.5,Ordovicien-III-3,7.0,2
3057,3056.52,179,7,906,2.3,Ordovicien-III-3,7.0,2
3058,3057.52,177,6,911,2.4,Ordovicien-III-3,7.0,2
3059,3058.51,174,7,913,2.2,Ordovicien-III-3,7.0,2
3060,3059.51,172,7,914,2.4,Ordovicien-III-3,7.0,2
3061,3060.5,175,6,907,2.7,Ordovicien-III-3,7.0,2
3062,3061.5,184,7,903,3.6,Ordovicien-III-3,7.0,2
3063,3062.5,184,7,903,3.5,Ordovicien-III-3,7.0,2
3064,3063.52,176,6,903,2.8,Ordovicien-III-3,7.0,2
3065,3064.5,121,2,894,3.4,Ordovicien-III-3,7.0,2
3066,3065.52,178,7,891,2.5,Ordovicien-III-3,7.0,2
3067,3066.51,175,7,890,2.3,Ordovicien-III-3,7.0,2
3068,3067.53,173,7,886,2.6,Ordovicien-III-3,7.0,2
3069,3068.5,173,7,880,2.4,Ordovicien-III-3,7.0,2
3070,3069.52,169,7,868,2.6,Ordovicien-III-3,7.0,2
3071,3070.49,172,7,870,2.2,Ordovicien-III-3,7.0,2
3072,3071.49,182,7,866,2.6,Ordovicien-III-3,7.0,2
3073,3072.49,184,7,865,2.6,Ordovicien-III-3,7.0,2
3074,3073.49,183,7,864,2.8,Ordovicien-III-3,7.0,2
3075,3074.51,174,6,888,2.2,Ordovicien-III-3,7.0,2
3076,3075.54,170,7,894,2.6,Ordovicien-III-3,7.0,2
3077,3076.51,174,7,888,2.4,Ordovicien-III-3,7.0,2
3078,3077.49,173,7,889,2.4,Ordovicien-III-3,7.0,2
3079,3078.51,172,7,890,2.4,Ordovicien-III-3,7.0,2
3080,3079.51,185,7,889,1.6,Socle,7.5,10
3081,3080.48,187,6,888,1.4,Socle,7.5,10
3082,3081.51,187,6,883,1.2,Socle,7.5,10
3083,3082.55,188,7,887,1.1,Socle,7.5,10
3084,3083.49,182,7,892,1.3,Socle,7.5,10
3085,3084.49,180,7,901,1.2,Socle,7.5,10
3086,3085.53,184,7,895,1.1,Socle,7.5,10
3087,3086.53,189,7,893,1.2,Socle,7.5,10
3088,3087.5,189,8,893,1.0,Socle,7.5,10
3089,3088.48,189,7,892,0.9,Socle,7.5,10
3090,3089.48,189,7,892,0.8,Socle,7.5,10
3091,3090.48,181,7,892,0.8,Socle,7.5,10
3092,3091.48,183,7,900,0.8,Socle,7.5,10
3093,3092.51,180,7,898,0.7,Socle,7.5,10
3094,3093.48,184,7,901,0.7,Socle,7.5,10
3095,3094.49,191,7,900,0.7,Socle,7.5,10
3096,3095.5,192,7,900,0.6,Socle,7.5,10
3097,3096.49,190,7,900,0.6,Socle,7.5,10
3098,3097.48,184,7,900,0.6,Socle,7.5,10
3099,3098.49,188,7,899,0.5,Socle,7.5,10
3100,3099.48,191,7,899,0.5,Socle,7.5,10
